"created
_at",Kwh,vry,vyb,vbr,vrn,vyn,vbn,ir,iy,ib
"2019-09-
19T09:0
6:00.000
Z","0.01975
134000
000253",402,"0.01037
597656
25",400,229,"2.29221
398410
34606e-
36",233,"1.91406
25","2.17187
5","2.42187
5"
"2019-09-
19T09:0
7:00.000
Z","0.01986
568000
000261
3",402,"0.01055
908203
125",402,230,234,233,1.875,2.21875,"2.51562
5"
"2019-09-
19T09:0
9:00.000
Z","0.01964
115999
999921
7",402,"2.20992
937954
59005e-
36",400,229,234,233,"1.91406
25",2.1875,"2.26562
5"
"2019-09-
19T09:1
1:00.000
Z","0.01997
629999
999481",402,"0.01037
597656
25",400,230,233,232,"1.88281
25",2.25,"2.42187
5"
"2019-09-
19T09:1
3:00.000
Z","0.01996
880000
000237
5",400,"0.01013
183593
75",400,230,234,232,"1.92187
5",2.125,2.3125
"2019-09-
19T09:1
4:00.000
Z","0.01979
007999
999157
8",400,"0.01043
701171
875","2.29221
398410
34606e-
36",231,233,232,"1.97656
25","2.20312
5","2.14062
5"
"2019-09-
19T09:1
6:00.000
Z","0.01967
154000
001028",400,"0.01043
701171
875",400,231,233,231,"1.95312
5",2.21875,2.09375
"2019-09-
19T09:1
8:00.000
Z","0.01993
589999
999676
2",400,"0.01043
701171
875",400,230,233,231,"1.91406
25",2.1875,2.1875
"2019-09-
19T09:1
9:00.000
Z","0.01952
434000
000357
5",400,"0.01123
046875",400,"2.29221
398410
34606e-
36",233,232,"1.94531
25",2.15625,"2.32812
5"
"2019-09-
19T09:2
1:00.000
Z","0.02005
475999
999908",398,"0.01062
011718
75",400,230,233,231,"1.94531
25","2.32812
5",2.03125
"2019-09-
19T09:2
3:00.000
Z","0.01988
143999
999738
4",398,"2.20992
937954
59005e-
36",398,228,233,231,"1.95312
5",2.375,"2.14062
5"
"2019-09-
19T09:2
4:00.000
Z","0.01995
848000
000114
6",398,"0.01013
183593
75",398,228,234,231,"1.89843
75","2.14062
5",2.125
"2019-09-
19T09:2
6:00.000
Z","0.03953
212000
000349",398,"0.01049
804687
5",398,228,233,231,"1.92968
75","2.10937
5","2.35937
5"
"2019-09-
19T09:2
8:00.000
Z",0,398,"0.01049
804687
5",398,228,233,231,"1.92968
75","2.10937
5","2.35937
5"
"2019-09-
19T09:2
9:00.000
Z","0.01972
597999
998834",398,"0.01019
287109
375",398,229,232,230,"1.95312
5","2.10937
5",2.375
"2019-09-
19T09:3
1:00.000
Z","0.01974
134000
000776
8",398,"0.00994
873046
875",398,230,232,230,"1.99218
75",2.09375,2.34375
"2019-09-
19T09:3
3:00.000
Z","0.01965
828000
000329",398,"0.01007
080078
125",398,229,232,230,"1.99218
75",2.09375,2.34375
"2019-09-
19T09:3
5:00.000
Z","0.01970
803999
999771",398,"0.01019
287109
375",398,230,232,230,"1.97656
25",2.09375,2.28125
"2019-09-
19T09:3
6:00.000
Z","0.01955
861999
999615
5",398,"0.01007
080078
125",398,229,232,230,"2.01562
5","2.14062
5","2.35937
5"
"2019-09-
19T09:3
8:00.000
Z","0.01965
743999
999540
5",396,"0.01074
21875",396,227,232,230,"1.85937
5","2.39062
5","2.51562
5"
"2019-09-
19T09:4
0:00.000
Z","0.01998
890000
00112",404,"0.00982
666015
625",404,231,236,234,1.78125,2.25,"2.42187
5"
"2019-09-
19T09:4
1:00.000
Z","0.02006
291999
999666
7",406,"0.00964
355468
75",404,233,236,234,"1.89843
75",2.25,"2.48437
5"
"2019-09-
19T09:4
3:00.000
Z","0.02030
135999
999766",404,"0.01031
494140
625",406,235,236,235,"1.96093
75","2.20312
5","2.10937
5"
"2019-09-
19T09:4
5:00.000
Z","0.02001
286000
000254
7",404,"0.01013
183593
75",404,233,236,234,1.90625,2.15625,2.0625
"2019-09-
19T09:4
6:00.000
Z","0.02001
776000
000245
5",404,"0.01019
287109
375",404,233,236,234,"1.97656
25",2.15625,"2.32812
5"
"2019-09-
19T09:4
8:00.000
Z","0.01978
859999
999986",404,"0.00988
769531
25",404,232,236,234,"1.85937
5","2.17187
5",2.40625
"2019-09-
19T09:5
0:00.000
Z","0.01980
035999
999381
7",404,"0.00970
458984
375",404,233,236,234,1.9375,2.1875,2.34375
"2019-09-
19T09:5
1:00.000
Z","0.01986
332000
000402
5",404,"0.00982
666015
625",402,232,235,234,"1.94531
25","2.20312
5","2.07812
5"
"2019-09-
19T09:5
3:00.000
Z","0.01962
575999
999535
3",404,"0.00964
355468
75",402,231,"2.29221
398410
34606e-
36",234,"1.96093
75",2.15625,2.0625
"2019-09-
19T09:5
5:00.000
Z","0.01986
497999
999846
7",402,"0.01019
287109
375",402,230,235,233,"1.94531
25","2.14062
5",2.25
"2019-09-
19T09:5
6:00.000
Z","0.02015
700000
000652",402,"0.00946
044921
875",402,230,235,233,"1.89062
5",2.21875,"2.57812
5"
"2019-09-
19T09:5
8:00.000
Z","0.01995
462000
000407",402,"0.00933
837890
625",402,232,235,233,"1.92968
75","2.26562
5",2.25
"2019-09-
19T10:0
0:00.000
Z","0.02014
647999
999579",402,"0.00988
769531
25",402,230,236,234,"1.89843
75",2.1875,"2.42187
5"
"2019-09-
19T10:0
2:00.000
Z","0.02041
322000
000218
5",404,"0.01025
390625",404,231,236,234,"1.83593
75",2.25,"2.48437
5"
"2019-09-
19T10:0
3:00.000
Z","0.02009
324000
000197",404,"0.01007
080078
125",404,232,236,234,1.9375,2.3125,"2.48437
5"
"2019-09-
19T10:0
5:00.000
Z","0.02057
017999
999516",404,"0.01019
287109
375",404,232,234,233,1.9375,2.15625,2.21875
"2019-09-
19T10:0
7:00.000
Z","0.01994
473999
999172
4",402,"0.00988
769531
25",400,231,234,233,"1.91406
25","2.23437
5",2.28125
"2019-09-
19T10:0
8:00.000
Z","0.02013
934000
000881
4",402,"0.00970
458984
375",402,232,234,233,"1.95312
5",2.375,"2.67187
5"
"2019-09-
19T10:1
0:00.000
Z","0.02076
911999
999720
2",402,"0.00964
355468
75",402,231,233,232,"1.92187
5","2.26562
5","2.35937
5"
"2019-09-
19T10:1
2:00.000
Z","0.02043
386000
000464
4",404,"0.01013
183593
75",404,233,234,233,1.9375,2.21875,2.375
"2019-09-
19T10:1
3:00.000
Z","0.02063
967999
999295",402,"0.01074
21875",402,231,235,234,"2.01562
5",2.125,"2.26562
5"
"2019-09-
19T10:1
5:00.000
Z","0.02005
131999
999867",402,"0.00988
769531
25",402,232,234,234,1.96875,2.375,2.6875
"2019-09-
19T10:1
7:00.000
Z","0.02027
072000
000043
6",402,"0.00964
355468
75",402,231,235,234,2,"2.25694
915357
8792e-3
6","2.48437
5"
"2019-09-
19T10:1
8:00.000
Z","0.02065
176000
000792
6",404,"0.00982
666015
625",404,233,235,233,2.03125,"2.17187
5",2.3125
"2019-09-
19T10:2
0:00.000
Z","0.02035
439999
999653
2",402,"0.00994
873046
875","2.29221
398410
34606e-
36",234,234,233,"1.99218
75","2.10937
5",2.375
"2019-09-
19T10:2
2:00.000
Z","0.02011
126000
000513",402,"0.01019
287109
375",402,233,234,233,"1.99218
75","2.20312
5","2.17187
5"
"2019-09-
19T10:2
4:00.000
Z","0.02048
123999
999370
4",402,"0.01025
390625",402,232,234,233,"1.91406
25","2.26562
5",2.1875
"2019-09-
19T10:2
5:00.000
Z","0.01983
663999
999407
7",400,"0.01013
183593
75",398,227,236,233,2.0625,"2.17187
5","2.60937
5"
"2019-09-
19T10:2
7:00.000
Z","0.02075
118000
000657
2",402,"0.00964
355468
75",402,231,235,233,"2.01562
5","2.17187
5",2.34375
"2019-09-
19T10:2
9:00.000
Z","0.02056
957999
999576
8",400,"0.00982
666015
625",400,231,235,233,"1.91406
25","2.20312
5","2.60937
5"
"2019-09-
19T10:3
0:00.000
Z","0.02041
872000
000148
6",402,"0.01007
080078
125",404,233,233,233,"2.04687
5",2.21875,"2.20312
5"
"2019-09-
19T10:3
2:00.000
Z","0.02047
834000
000148",402,"0.01007
080078
125",402,233,234,233,2.03125,2.21875,2.15625
"2019-09-
19T10:3
4:00.000
Z","0.01986
312000
000907
4",402,"0.00976
5625",400,231,235,233,1.96875,2.1875,"2.20312
5"
"2019-09-
19T10:3
5:00.000
Z","0.02008
455999
998841
3",402,"0.00982
666015
625",402,230,236,233,"2.01562
5","2.20312
5","2.35937
5"
"2019-09-
19T10:3
7:00.000
Z","0.02058
090000
000084",400,"0.00976
5625",400,228,236,233,"1.98437
5",2.21875,"2.42187
5"
"2019-09-
19T10:3
9:00.000
Z","0.02084
982000
000309
3",400,"0.00939
941406
25",402,231,235,233,"1.95312
5",2.28125,2.5625
"2019-09-
19T10:4
0:00.000
Z","0.04076
092000
000062
4",402,"0.00946
044921
875",402,232,234,233,2.09375,2.1875,"2.39062
5"
"2019-09-
19T10:4
2:00.000
Z",0,402,"0.00946
044921
875",402,232,234,233,2.09375,2.1875,"2.39062
5"
"2019-09-
19T10:4
4:00.000
Z","0.02059
364000
000642",402,"0.00946
044921
875",398,229,235,233,"1.92187
5",2.15625,2.4375
"2019-09-
19T10:4
5:00.000
Z","0.02021
071999
998821
6",402,"0.00958
251953
125",402,230,234,233,"1.97656
25","2.10937
5","2.42187
5"
"2019-09-
19T10:4
7:00.000
Z","0.01997
906000
001239
6",402,"0.00952
148437
5",402,231,234,233,"2.01562
5",2.21875,2.625
"2019-09-
19T10:4
9:00.000
Z","0.02068
243999
998958
5",400,"0.00946
044921
875",400,230,235,233,2.09375,"2.17187
5",2
"2019-09-
19T10:5
1:00.000
Z","0.02865
718000
000924
7",402,"0.00958
251953
125",402,232,235,233,"1.92187
5","2.17187
5",2.40625
"2019-09-
19T10:5
3:00.000
Z","0.01993
987999
999081",402,"0.00988
769531
25",402,232,234,233,2.03125,2.125,2
"2019-09-
19T10:5
5:00.000
Z","0.02005
186000
000685
3",400,"0.00933
837890
625",400,230,234,233,"1.94531
25",2.1875,"2.17187
5"
"2019-09-
19T10:5
6:00.000
Z","0.01996
742000
000085
7",400,"0.01019
287109
375",400,229,235,233,"2.01562
5","2.20312
5",2.0625
"2019-09-
19T10:5
8:00.000
Z","0.02015
099999
999802",398,"0.00958
251953
125",400,231,234,233,2.09375,"2.35937
5",1.90625
"2019-09-
19T11:0
0:00.000
Z","0.02899
941999
999282
3",402,"0.01013
183593
75",402,231,235,233,"2.07812
5",2.21875,"2.39062
5"
"2019-09-
19T11:0
2:00.000
Z","0.02030
316000
001039
5",398,"0.00988
769531
25",400,232,233,232,"1.97656
25","2.17187
5",2.1875
"2019-09-
19T11:0
5:00.000
Z","0.02842
793999
999412
5",404,"0.00982
666015
625",404,231,235,233,1.90625,"2.17187
5",2.5
"2019-09-
19T11:0
6:00.000
Z","0.01993
580000
000656
4",404,"0.01007
080078
125",404,"2.29221
398410
34606e-
36",234,233,"2.24519
421007
0569e-3
6",2.09375,"2.42187
5"
"2019-09-
19T11:0
9:00.000
Z","0.02829
621999
998926
2",402,"0.00915
527343
75",402,231,235,233,2.03125,2.125,"2.42187
5"
"2019-09-
19T11:1
0:00.000
Z","0.02004
032000
000006
6",402,"0.00958
251953
125",402,231,235,232,2.0625,"2.17187
5","2.51562
5"
"2019-09-
19T11:1
2:00.000
Z","0.02037
056000
00103",400,"0.00939
941406
25",402,232,233,232,2.15625,"2.32812
5",2.15625
"2019-09-
19T11:1
4:00.000
Z","0.02061
917999
999423",402,"0.00897
216796
875",402,233,"2.29221
398410
34606e-
36",232,2.03125,2.25,2.0625
"2019-09-
19T11:1
5:00.000
Z","0.01981
863999
999768
4",400,"0.00915
527343
75",400,232,233,232,"2.07812
5",2.1875,2.21875
"2019-09-
19T11:1
7:00.000
Z","0.01958
346000
000892
7","2.29221
398410
34606e-
36","0.00909
423828
125",400,231,234,232,2.03125,2.125,2.0625
"2019-09-
19T11:1
9:00.000
Z","0.01940
505999
999004
4",400,"0.00964
355468
75",400,230,235,232,"1.98437
5",2.15625,"2.10937
5"
"2019-09-
19T11:2
1:00.000
Z","0.01992
664000
000513
7",402,"0.00939
941406
25",400,230,234,232,2.03125,"2.17187
5",2.4375
"2019-09-
19T11:2
2:00.000
Z","0.01988
996000
000043",402,"0.00964
355468
75",402,231,234,232,"2.04687
5","2.23437
5","2.54687
5"
"2019-09-
19T11:2
4:00.000
Z","0.02012
058000
000251
8",402,"0.00958
251953
125",402,231,234,"2.29221
398410
34606e-
36","1.99218
75",2.28125,"1.99218
75"
"2019-09-
19T11:2
6:00.000
Z","0.01999
407999
998948",400,"0.00970
458984
375",400,232,234,232,2,"2.20312
5","2.26562
5"
"2019-09-
19T11:2
7:00.000
Z","0.01934
047999
999893
5",400,"0.00946
044921
875",400,230,235,232,"2.25694
915357
8792e-3
6","2.10937
5",2.15625
"2019-09-
19T11:2
9:00.000
Z","0.01976
932000
00067",402,"2.20992
937954
59005e-
36",400,230,234,232,"1.99218
75","2.07812
5",2.40625
"2019-09-
19T11:3
1:00.000
Z","0.01962
025999
999605
2",402,"0.00964
355468
75",402,230,235,233,"2.01562
5","2.14062
5",2.4375
"2019-09-
19T11:3
2:00.000
Z","0.02044
763999
99985",402,"0.00988
769531
25",404,235,234,233,2.03125,"2.23437
5","2.20312
5"
"2019-09-
19T11:3
4:00.000
Z","0.02029
499999
999825
5",400,"0.00982
666015
625",402,233,234,233,2.0625,"2.29687
5","1.99218
75"
"2019-09-
19T11:3
6:00.000
Z","0.01992
112000
001361
5",402,"0.00958
251953
125",402,230,235,233,2,2.125,2.21875
"2019-09-
19T11:3
7:00.000
Z","0.01950
479999
999515
6",400,"0.00903
320312
5",400,229,236,233,"2.01562
5","2.14062
5","2.17187
5"
"2019-09-
19T11:3
9:00.000
Z","0.01986
471999
999776",402,"0.00952
148437
5","2.29221
398410
34606e-
36",230,234,233,1.96875,2.09375,"2.10937
5"
"2019-09-
19T11:4
2:00.000
Z","0.03807
458000
000043",400,"0.00933
837890
625",398,225,235,233,"1.82031
25",2.25,"2.57812
5"
"2019-09-
19T11:4
4:00.000
Z","0.01974
106000
000029",400,"0.00921
630859
375",400,226,236,233,"1.64062
5","2.45312
5","2.45312
5"
"2019-09-
19T11:4
6:00.000
Z","0.01990
038000
000640
7",400,"0.00939
941406
25",400,227,235,233,1.9375,2.15625,"2.23437
5"
"2019-09-
19T11:4
7:00.000
Z","0.01963
652000
000002",402,"0.00897
216796
875",400,228,236,232,"1.80468
75",2.53125,"2.60937
5"
"2019-09-
19T11:4
9:00.000
Z","0.01995
869999
998831",402,"0.00866
699218
75",402,232,235,232,"2.01562
5",2.21875,"2.23437
5"
"2019-09-
19T11:5
0:00.000
Z","0.00845
118000
000366",398,"0.00860
595703
125",398,228,236,232,2.0625,2.15625,2.3125
"2019-09-
19T11:5
2:00.000
Z","0.01993
958000
000566
4",400,"0.00811
767578
125",400,230,235,233,1.96875,2.125,"2.39062
5"
"2019-09-
19T11:5
3:00.000
Z","0.01965
463999
999337
8",400,"0.00817
871093
75",400,231,235,232,"1.97656
25",2.125,"2.26562
5"
"2019-09-
19T11:5
5:00.000
Z","0.01944
273999
999859
5",400,"0.00860
595703
125",400,233,234,232,2.03125,2.25,"2.17187
5"
"2019-09-
19T11:5
7:00.000
Z","0.01953
238000
000419
7",398,"0.00872
802734
375",400,230,235,233,1.9375,"2.23437
5",2.46875
"2019-09-
19T11:5
8:00.000
Z","0.01981
474000
000162",402,"0.00866
699218
75",402,231,235,233,"1.85156
25",2.375,"2.57812
5"
"2019-09-
19T12:0
0:00.000
Z","0.02037
944000
000425
2",402,"0.00897
216796
875",402,232,234,232,"2.07812
5",2.3125,"2.07812
5"
"2019-09-
19T12:0
1:00.000
Z","0.00838
218000
000051
6",398,"0.00878
90625",400,231,235,232,"1.98437
5",2.21875,2.53125
"2019-09-
19T12:0
2:00.000
Z","0.02015
691999
999399","2.29221
398410
34606e-
36","0.00866
699218
75",400,230,236,233,"2.04687
5","2.20312
5","2.48437
5"
"2019-09-
19T12:0
5:00.000
Z","0.02874
610000
000393
4",404,"0.00903
320312
5",404,232,237,234,"2.01562
5","2.17187
5",2.25
"2019-09-
19T12:0
7:00.000
Z","0.02001
957999
999285
5",404,"0.00872
802734
375",404,232,237,234,1.96875,"2.29687
5",2.15625
"2019-09-
19T12:1
0:00.000
Z","0.03650
359999
999637",404,"0.00866
699218
75",404,234,236,233,"1.97656
25",2.1875,2.4375
"2019-09-
19T12:1
1:00.000
Z","0.01987
666000
000899
7",404,"0.00903
320312
5",406,236,234,233,2.1875,"2.32812
5",2.15625
"2019-09-
19T12:1
3:00.000
Z","0.01999
827999
999979
6",402,"0.00842
285156
25",402,233,234,233,2.15625,2.25,1.875
"2019-09-
19T12:1
5:00.000
Z","0.01988
880000
000063",400,"0.00860
595703
125",404,233,235,"2.29221
398410
34606e-
36",2.09375,"2.14062
5","1.99218
75"
"2019-09-
19T12:1
7:00.000
Z","0.02774
323999
999614
8",402,"0.00872
802734
375",404,233,235,233,2.09375,2.1875,2.15625
"2019-09-
19T12:1
9:00.000
Z","0.01960
378000
000491
7",404,"0.00885
009765
625","2.29221
398410
34606e-
36",233,237,234,"2.01562
5","2.17187
5","2.04687
5"
"2019-09-
19T12:2
1:00.000
Z","0.01955
617999
999958
7",404,"0.00891
113281
25",402,232,236,233,2.03125,2.21875,2.1875
"2019-09-
19T12:2
2:00.000
Z","0.01994
049999
999697
5",402,"0.00946
044921
875",402,231,236,233,"2.10937
5",2.28125,"1.85937
5"
"2019-09-
19T12:2
6:00.000
Z","0.03780
435999
999463",400,"0.00939
941406
25","2.29221
398410
34606e-
36",232,236,234,"2.01562
5","2.20312
5",2.375
"2019-09-
19T12:2
7:00.000
Z","0.02005
488000
00106",402,"0.00927
734375",402,230,236,234,"1.97656
25","2.26562
5",2.25
"2019-09-
19T12:2
9:00.000
Z","0.02069
107999
998959
6",404,"0.00897
216796
875",402,231,236,234,"2.04687
5","2.17187
5",2.25
"2019-09-
19T12:3
1:00.000
Z","0.02019
460000
000253
6",404,"0.00921
630859
375",406,233,236,234,"1.98437
5",2.25,2.1875
"2019-09-
19T12:3
2:00.000
Z","0.01989
314000
000013
2",404,"0.00909
423828
125",404,231,236,234,"1.98437
5","2.17187
5","2.17187
5"
"2019-09-
19T12:3
4:00.000
Z","0.01997
969999
999622
8",404,"0.00939
941406
25",404,231,236,234,"2.01562
5",2.1875,"2.42187
5"
"2019-09-
19T12:3
6:00.000
Z","0.02041
374000
00036",404,"0.00970
458984
375",404,231,236,234,"2.01562
5",2.28125,"2.57812
5"
"2019-09-
19T12:3
7:00.000
Z","0.02054
116000
000794
8",404,"0.00939
941406
25",404,233,236,234,"1.97656
25","2.23437
5","2.39062
5"
"2019-09-
19T12:3
9:00.000
Z","0.02006
653999
999980
3",404,"0.00921
630859
375",404,233,235,234,"2.01562
5","2.29687
5","2.17187
5"
"2019-09-
19T12:4
1:00.000
Z","0.02036
997999
998857",402,"0.00927
734375",402,229,237,234,"1.96093
75","2.20312
5","2.17187
5"
"2019-09-
19T12:4
3:00.000
Z","0.02049
426000
000676
2",402,"0.00891
113281
25",402,230,236,233,"2.01562
5",2.25,2.40625
"2019-09-
19T12:4
4:00.000
Z","0.02032
163999
999466",402,"0.00921
630859
375",402,233,"2.29221
398410
34606e-
36",234,"2.04687
5","2.29687
5","2.14062
5"
"2019-09-
19T12:4
6:00.000
Z","0.02044
044000
000576
3",402,"0.00854
492187
5",400,230,236,233,"2.01562
5",2.1875,2.0625
"2019-09-
19T12:4
8:00.000
Z","0.02003
500000
000349",402,"0.00854
492187
5",402,231,236,234,"2.07812
5","2.14062
5","2.48437
5"
"2019-09-
19T12:4
9:00.000
Z","0.02028
989999
998885",402,"0.00860
595703
125",400,230,235,234,2.03125,2.1875,"2.26562
5"
"2019-09-
19T12:5
1:00.000
Z","0.02046
300000
000337
4",400,"0.00933
837890
625",400,231,236,234,"2.01562
5",2.15625,2.6875
"2019-09-
19T12:5
3:00.000
Z","0.02037
717999
999586",404,"0.00933
837890
625",402,231,236,234,"2.04687
5",2.15625,2.40625
"2019-09-
19T12:5
4:00.000
Z","0.02067
944000
000716",402,"0.00872
802734
375",404,231,236,235,2,"2.20312
5","2.48437
5"
"2019-09-
19T12:5
6:00.000
Z","0.02053
482000
000076
2",406,"0.00915
527343
75",406,232,235,235,"2.01562
5","2.29687
5","2.35937
5"
"2019-09-
19T12:5
8:00.000
Z","0.02065
807999
999379",406,"0.00903
320312
5",406,233,237,236,2.09375,2.21875,"2.20312
5"
"2019-09-
19T12:5
9:00.000
Z","0.02066
048000
000591
7",406,"0.00915
527343
75",406,233,238,236,"2.01562
5","2.29687
5",2
"2019-09-
19T13:0
1:00.000
Z","0.02028
512000
000046",404,"0.00933
837890
625",406,233,238,237,2,"2.20312
5",2.25
"2019-09-
19T13:0
3:00.000
Z","0.02058
009999
999194
4",406,"0.00927
734375",408,234,238,237,1.96875,"2.26562
5",2.34375
"2019-09-
19T13:0
4:00.000
Z","0.02069
556000
000739",410,"0.00964
355468
75",408,233,239,237,1.96875,2.1875,"2.17187
5"
"2019-09-
19T13:0
6:00.000
Z","0.02077
079999
999841
7",408,"0.00885
009765
625",410,236,237,237,2.09375,2.1875,"2.32812
5"
"2019-09-
19T13:0
8:00.000
Z","0.02087
201999
999524
5",408,"0.00897
216796
875",410,235,238,237,"1.99218
75",2.25,2.375
"2019-09-
19T13:1
0:00.000
Z","0.02074
412000
000302
3",408,"0.00891
113281
25",408,235,237,237,2,2.28125,2.09375
"2019-09-
19T13:1
1:00.000
Z","0.02124
633999
999787
2",406,"0.00909
423828
125",408,235,237,237,2.03125,2.34375,"1.94531
25"
"2019-09-
19T13:1
3:00.000
Z","0.02117
777999
999816
5",404,"0.00903
320312
5",406,232,238,237,1.90625,"2.29687
5",2.09375
"2019-09-
19T13:1
5:00.000
Z","0.02125
310000
000172",404,"0.00897
216796
875",406,"2.29221
398410
34606e-
36",239,237,1.78125,"2.51562
5",2.8125
"2019-09-
19T13:1
6:00.000
Z","0.02177
135999
999882",408,"0.00927
734375",408,"2.29221
398410
34606e-
36",238,237,"1.98437
5","2.51562
5","2.73437
5"
"2019-09-
19T13:1
8:00.000
Z","0.02139
175999
999861",408,"0.00909
423828
125",408,233,239,237,2,"2.35937
5",2.78125
"2019-09-
19T13:2
0:00.000
Z","0.02134
460000
001127",408,"0.00909
423828
125",408,233,239,237,2,"2.32812
5",2.1875
"2019-09-
19T13:2
1:00.000
Z","0.02141
863999
998895
6",410,"0.00921
630859
375",410,235,237,237,"2.01562
5",2.25,"2.48437
5"
"2019-09-
19T13:2
3:00.000
Z","0.02144
440000
000759",408,"0.00909
423828
125",408,235,238,237,2.0625,"2.32812
5",2.21875
"2019-09-
19T13:2
5:00.000
Z","0.02118
061999
999918
2",404,"0.00891
113281
25",404,232,239,237,"2.04687
5","2.23437
5",2.375
"2019-09-
19T13:2
6:00.000
Z","0.02110
967999
999411
5",406,"0.00891
113281
25",404,230,239,237,1.96875,"2.23437
5","2.42187
5"
"2019-09-
19T13:2
8:00.000
Z","0.04255
222000
001231",408,"0.00915
527343
75",408,235,237,237,2.0625,"2.23437
5",2.375
"2019-09-
19T13:3
0:00.000
Z",0,408,"0.00915
527343
75",408,235,237,237,2.0625,"2.23437
5",2.375
"2019-09-
19T13:3
2:00.000
Z","0.02097
803999
998723
2",406,"0.00909
423828
125",406,235,237,236,"2.01562
5","2.17187
5","2.42187
5"
"2019-09-
19T13:3
3:00.000
Z","0.02091
404000
000329
8",406,"0.00891
113281
25",406,232,238,236,"1.97656
25",2.21875,2.0625
"2019-09-
19T13:3
5:00.000
Z","0.02103
538000
000117",404,"0.00891
113281
25",404,231,238,235,"2.01562
5",2.15625,2.28125
"2019-09-
19T13:3
7:00.000
Z","0.02083
608000
000822
2",404,"0.00860
595703
125",402,230,237,235,"1.94531
25",2.25,2.375
"2019-09-
19T13:3
8:00.000
Z","0.02126
559999
999881
3",404,"0.00878
90625",404,232,236,235,"2.07812
5",2.15625,2.5625
"2019-09-
19T13:4
0:00.000
Z","0.02151
687999
999558
2",404,"0.00939
941406
25",404,232,235,234,2.125,2.28125,2.25
"2019-09-
19T13:4
3:00.000
Z","0.04165
813999
999954
5",402,"0.00897
216796
875",402,232,235,234,"1.95312
5","2.35937
5","2.14062
5"
"2019-09-
19T13:4
5:00.000
Z","0.02099
133999
999321
4",402,"0.00921
630859
375",402,230,236,234,"2.01562
5","2.23437
5","2.29687
5"
"2019-09-
19T13:4
7:00.000
Z","0.02089
919999
999983
7",402,"0.00915
527343
75",402,230,237,234,"1.92187
5",2.25,2.40625
"2019-09-
19T13:4
8:00.000
Z","0.02097
006000
000692
4",402,"0.00939
941406
25",402,229,237,234,2,2.15625,2.625
"2019-09-
19T13:5
0:00.000
Z","0.02116
546000
000380
3",402,"0.00885
009765
625",402,231,236,234,2.0625,"2.14062
5","2.42187
5"
"2019-09-
19T13:5
2:00.000
Z","0.02068
385999
999009",404,"0.00891
113281
25",402,231,236,234,"2.01562
5","2.45312
5",2.5625
"2019-09-
19T13:5
3:00.000
Z","0.02103
498000
001127
4",402,"0.00872
802734
375",402,232,235,233,2.03125,2.21875,"2.04687
5"
"2019-09-
19T13:5
5:00.000
Z","0.02077
547999
999660
6",402,"0.00927
734375",402,230,235,233,2,"2.20312
5",2.3125
"2019-09-
19T13:5
7:00.000
Z","0.02064
521999
999124
2",400,"0.00915
527343
75",402,232,234,233,"1.97656
25","2.20312
5","2.17187
5"
"2019-09-
19T13:5
9:00.000
Z","0.02067
418000
000179
8",400,"0.00921
630859
375",400,231,235,233,2,"2.29687
5","2.07812
5"
"2019-09-
19T14:0
0:00.000
Z","0.02061
624000
000301
6",400,"0.00909
423828
125",400,229,234,233,"2.04687
5",2.1875,2.21875
"2019-09-
19T14:0
2:00.000
Z","0.02069
277999
999758
3",402,"0.00897
216796
875",400,228,235,234,2,"2.20312
5",2.25
"2019-09-
19T14:0
4:00.000
Z","0.02089
029999
999911
6",402,"0.00872
802734
375",402,231,234,233,"2.04687
5","2.26562
5",2.28125
"2019-09-
19T14:0
5:00.000
Z","0.02067
146000
001230
2",402,"0.00921
630859
375",402,231,234,233,"1.97656
25",2.15625,2.3125
"2019-09-
19T14:0
6:00.000
Z","0.00903
233999
999065
5",400,"0.00921
630859
375",400,230,235,233,"2.04687
5",2.21875,2
"2019-09-
19T14:0
8:00.000
Z","0.02042
930000
000342
2",400,"0.00946
044921
875",400,230,234,232,2.0625,"2.20312
5",2.1875
"2019-09-
19T14:0
9:00.000
Z","0.02027
995999
999984
7",400,"0.00933
837890
625",400,231,233,232,"2.04687
5",2.28125,"2.10937
5"
"2019-09-
19T14:1
0:00.000
Z","0.00867
239999
999583
2",400,"0.00976
5625",400,231,233,232,"2.04687
5",2.21875,2.34375
"2019-09-
19T14:1
2:00.000
Z","0.02069
522000
00087",400,"0.00939
941406
25",400,230,233,231,2.0625,"2.17187
5","2.42187
5"
"2019-09-
19T14:1
3:00.000
Z","0.02055
045999
999856
7",398,"0.00946
044921
875",398,229,233,231,2,2.1875,"2.39062
5"
"2019-09-
19T14:1
5:00.000
Z","0.02076
331999
99982",398,"0.00891
113281
25",398,230,233,231,2.0625,"2.17187
5","2.48437
5"
"2019-09-
19T14:1
8:00.000
Z","0.02987
149999
999383",394,"0.00933
837890
625",396,227,231,230,"2.01562
5",2.25,"2.48437
5"
"2019-09-
19T14:1
9:00.000
Z","0.02080
448000
000615",402,"0.00842
285156
25",402,232,235,233,"1.95312
5",2.21875,"2.51562
5"
"2019-09-
19T14:2
1:00.000
Z","0.02101
579999
999376",402,"0.00897
216796
875",402,233,233,232,"2.04687
5","2.23437
5","2.35937
5"
"2019-09-
19T14:2
3:00.000
Z","0.02073
210000
000835
8",402,"0.00854
492187
5",402,232,234,232,"2.07812
5","2.32812
5",2.03125
